item_id,en_target_word,en_target_pos,diverse_score,diverse_norm,mean_abs_error,accurate_score,accurate_norm,combined_score
6933,conservative,adjective,0.14828652425,0.8863103277684857,0.35178162421792597,-0.35178162421792597,0.9150735503569594,0.9006919390627226
7468,instrument,noun,0.1392248036875,0.8258698723255388,0.30502945920791125,-0.30502945920791125,0.9283985735825594,0.8771342229540491
7345,multifunctional,adjective,0.132391474,0.7802924838311878,0.19337475012770086,-0.19337475012770086,0.9602217328185588,0.8702571083248734
7178,unprofessionally,adverb,0.156210552125,0.9391625262449612,0.7704231191523133,-0.7704231191523133,0.7957548483887045,0.8674586873168328
6879,superhero,noun,0.1561933695,0.9390479204508912,0.7800096400768229,-0.7800096400768229,0.793022555372019,0.8660352379114551
6895,subculture,noun,0.134362285375,0.7934375302134477,0.32334892391042086,-0.32334892391042086,0.9231772690164669,0.8583073996149573
7257,bronze,noun,0.165331796875,1.0,1.0641209932916464,-1.0641209932916464,0.7120468320138982,0.8560234160069491
7276,chocolate,noun,0.135660900125,0.8020991156589026,0.4382611558732707,-0.4382611558732707,0.8904256700374141,0.8462623928481583
7180,aerobic,adjective,0.1598902613375,0.9637056909968602,1.076879618545522,-1.076879618545522,0.7084104447407484,0.8360580678688043
7334,bulldog,noun,0.14997798637499998,0.8975921522845234,0.8671823691728923,-0.8671823691728923,0.7681771040523798,0.8328846281684517
7047,fall,noun,0.124096534625,0.7249663556153868,0.27691957621653235,-0.27691957621653235,0.9364102847760152,0.8306883201957009
7021,heterosexual,noun,0.140429529875,0.8339052337068938,0.7198655992422629,-0.7198655992422629,0.8101644511715029,0.8220348424391983
7348,hydrated,adjective,0.146313739375,0.8731521184070771,0.888198656458552,-0.888198656458552,0.7621871671983901,0.8176696428027336
6988,official,adjective,0.1274007895,0.7470052905138032,0.4633760735202636,-0.4633760735202636,0.8832675660034399,0.8151364282586215
6974,insider,noun,0.13548918785,0.8009538179160992,0.6601077249102885,-0.6601077249102885,0.827196284097646,0.8140750510068726
6796,farmhouse,noun,0.12007363100000001,0.6981341303640046,0.30046612116481264,-0.30046612116481264,0.9296991889743286,0.8139166596691666
7328,spray,noun,0.136358486125,0.8067519203067421,0.7255557269962895,-0.7255557269962895,0.808542684896876,0.8076473026018091
7057,mentality,noun,0.1337438013125,0.7893123248328713,0.6688464989846903,-0.6688464989846903,0.8247056108319324,0.8070089678324018
6919,striker,noun,0.1649885269375,0.9977104357589407,1.4156610670909933,-1.4156610670909933,0.6118529768822263,0.8047817063205835
6909,mass,noun,0.14061373,0.8351338237269526,0.8496761930736897,-0.8496761930736897,0.7731666099514831,0.8041502168392178
6836,compact,adjective,0.1393505565625,0.8267086270615558,0.8341799874920248,-0.8341799874920248,0.7775832460418144,0.8021459365516851
7191,major,noun,0.1563997445,0.9404244139000113,1.2508400511100846,-1.2508400511100846,0.6588292798094199,0.7996268468547156
7473,flame,noun,0.13818352475,0.8189246820836223,0.8334837968173868,-0.8334837968173868,0.7777816701555856,0.798353176119604
7382,admire,verb,0.10877275092500001,0.622758782610985,0.1606975698697203,-0.1606975698697203,0.9695351878380523,0.7961469852245187
7362,permit,verb,0.12525065875,0.7326642080564962,0.5936664734629465,-0.5936664734629465,0.8461329733073141,0.7893985906819052
7104,content,noun,0.10406237075,0.5913411813814139,0.12460496323896793,-0.12460496323896793,0.9798220873115675,0.7855816343464908
7129,starlight,noun,0.117963307,0.6840585535668104,0.45275139531486636,-0.45275139531486636,0.8862957484164066,0.7851771509916086
6781,gymnasium,noun,0.12755621737500003,0.7480419735022862,0.7116736129220683,-0.7116736129220683,0.8124992822527375,0.7802706278775118
7270,uninterrupted,adjective,0.11898653787499999,0.6908833656631153,0.5143165779765879,-0.5143165779765879,0.8687488072495105,0.7798160864563128
7070,topless,adjective,0.152145445125,0.9120488101675667,1.3421060697958576,-1.3421060697958576,0.632817183504672,0.7724329968361193
7228,credibility,noun,0.10319381975000001,0.5855480632143555,0.1994730732763976,-0.1994730732763976,0.9584836251271568,0.7720158441707561
7121,imagine,verb,0.10725034962875,0.6126045710484407,0.30225573215064494,-0.30225573215064494,0.9291891247249852,0.7708968478867129
7045,float,verb,0.1295868189375,0.7615858123808047,0.8266504300078671,-0.8266504300078671,0.779729275607149,0.7706575439939769
7422,move,verb,0.12230967625,0.7130482509627258,0.6639220307468873,-0.6639220307468873,0.8261091533978949,0.7695787021803104
7185,differential,adjective,0.120739657125,0.7025764348970408,0.6354564515945612,-0.6354564515945612,0.8342222429896528,0.7683993389433468
7415,traditional,adjective,0.10629016825000001,0.6062002905986938,0.3118389271094952,-0.3118389271094952,0.9264577796551948,0.7663290351269443
7136,initiation,noun,0.10318150987500001,0.5854659580063749,0.2637490371859131,-0.2637490371859131,0.9401640732570208,0.7628150156316978
7263,hockey,noun,0.126307108875,0.7397105880753193,0.8377329782386411,-0.8377329782386411,0.7765705938104395,0.7581405909428793
7447,brutal,adjective,0.108772817825,0.6227592288249728,0.429083421041982,-0.429083421041982,0.8930414532799467,0.7579003410524597
7217,recorder,noun,0.11040329574999999,0.6336342969422225,0.5009534482095945,-0.5009534482095945,0.8725574867935221,0.7530958918678723
7062,old,adjective,0.10256760287500001,0.5813712810160951,0.3225027995508219,-0.3225027995508219,0.9234184263348709,0.752394853675483
6807,miner,noun,0.1072494835,0.6125987940863549,0.45309974889905796,-0.45309974889905796,0.8861964627555377,0.7493976284209463
7051,nationally,adverb,0.098866775125,0.5566872584639598,0.2576301431298929,-0.2576301431298929,0.9419080439457362,0.749297651204848
